DLL Path: C:\Windows\System32\msvcp100.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$_Yarn@D@std@@QEAA@AEBV01@@Z                                                                     0x3c4aeacf                                         
?setstate@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEAAXI@Z                                        0x5a3c8661                                         
?setstate@ios_base@std@@QEAAXH@Z                                                                     0xac64b913                                         
?setstate@ios_base@std@@QEAAXH_N@Z                                                                   0x58881f20                                         
?setstate@ios_base@std@@QEAAXI@Z                                                                     0xac64bd54                                         
?setw@std@@YA?AU?$_Smanip@_J@1@_J@Z                                                                  0x023dfdc8                                         
?sgetc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ                                        0xb1a9c983                                         
?sgetc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGXZ                                        0x2614c188                                         
?sgetc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAGXZ                                      0x7c238166                                         
?sgetn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAA_JPEAD_J@Z                                 0x17450b1a                                         
?sgetn@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAA_JPEAG_J@Z                                 0x98330623                                         
?sgetn@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAA_JPEA_W_J@Z                              0xeafd95b0                                         
?showmanyc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JXZ                                   0x65dea1a3                                         
?showmanyc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAA_JXZ                                   0x67a926a9                                         
?showmanyc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAA_JXZ                                 0x579e6f07                                         
?signaling_NaN@?$numeric_limits@C@std@@SACXZ                                                         0xfa7f7a7a                                         
?signaling_NaN@?$numeric_limits@D@std@@SADXZ                                                         0x2b72dc1c                                         
?signaling_NaN@?$numeric_limits@E@std@@SAEXZ                                                         0x5c663dbe                                         
?signaling_NaN@?$numeric_limits@F@std@@SAFXZ                                                         0x8d599f60                                         
?signaling_NaN@?$numeric_limits@G@std@@SAGXZ                                                         0xbe4d0102                                         
?signaling_NaN@?$numeric_limits@H@std@@SAHXZ                                                         0xef4062a4                                         
?signaling_NaN@?$numeric_limits@I@std@@SAIXZ                                                         0x2033c446                                         
?signaling_NaN@?$numeric_limits@J@std@@SAJXZ                                                         0x512725e8                                         
?signaling_NaN@?$numeric_limits@K@std@@SAKXZ                                                         0x821a878a                                         
?signaling_NaN@?$numeric_limits@M@std@@SAMXZ                                                         0xe4014ace                                         
?signaling_NaN@?$numeric_limits@N@std@@SANXZ                                                         0x14f4ac70                                         
?signaling_NaN@?$numeric_limits@O@std@@SAOXZ                                                         0x45e80e12                                         
?signaling_NaN@?$numeric_limits@_J@std@@SA_JXZ                                                       0xfc9f1a86                                         
?signaling_NaN@?$numeric_limits@_K@std@@SA_KXZ                                                       0x4bfe2848                                         
?signaling_NaN@?$numeric_limits@_N@std@@SA_NXZ                                                       0x3a1b518e                                         
?signaling_NaN@?$numeric_limits@_W@std@@SA_WXZ                                                       0x0472cd60                                         
?snextc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ                                       0x4a8e6d02                                         
?snextc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGXZ                                       0xbef96507                                         
?snextc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAGXZ                                     0xe0bf00a5                                         
?sputbackc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHD@Z                                   0x193bb859                                         
?sputbackc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGG@Z                                   0x1b05bdc1                                         
?sputbackc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAG_W@Z                                0xdf2247ae                                         
?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHD@Z                                       0xc383b448                                         
?sputc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGG@Z                                       0xc54db9b0                                         
?sputc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAG_W@Z                                    0xc22f713d                                         
?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAA_JPEBD_J@Z                                 0x25877cf4                                         
?sputn@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAA_JPEBG_J@Z                                 0xa67577fd                                         
?sputn@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAA_JPEB_W_J@Z                              0x80ebbd0a                                         
?start@agent@Concurrency@@QEAA_NXZ                                                                   0x4f75b123                                         
?status@agent@Concurrency@@QEAA?AW4agent_status@2@XZ                                                 0x108e403b                                         
?status_port@agent@Concurrency@@QEAAPEAV?$ISource@W4agent_status@Concurrency@@@2@XZ                  0xa4637433                                         
?stossc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAXXZ                                       0x7819eb3c                                         
?stossc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAXXZ                                       0xec84e782                                         
?stossc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAXXZ                                     0x9e01b5a0                                         
?sungetc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ                                      0x57bdece6                                         
?sungetc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGXZ                                      0xcc28e4eb                                         
?sungetc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAGXZ                                    0xf7ce0989                                         
?swap@?$basic_ios@DU?$char_traits@D@std@@@std@@QEAAXAEAV12@@Z                                        0x9350dc02                                         
?swap@?$basic_ios@GU?$char_traits@G@std@@@std@@QEAAXAEAV12@@Z                                        0x14088d88                                         
?swap@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEAAXAEAV12@@Z                                      0xf1021566                                         
?swap@?$basic_iostream@DU?$char_traits@D@std@@@std@@QEAAXAEAV12@@Z                                   0x554bb27b                                         
?swap@?$basic_iostream@GU?$char_traits@G@std@@@std@@QEAAXAEAV12@@Z                                   0xd6036401                                         
?swap@?$basic_iostream@_WU?$char_traits@_W@std@@@std@@QEAAXAEAV12@@Z                                 0x1d0c6e1f                                         
?swap@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAXAEAV12@@Z                                    0x807122cc                                         
?swap@?$basic_istream@GU?$char_traits@G@std@@@std@@QEAAXAEAV12@@Z                                    0x0128d452                                         
?swap@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QEAAXAEAV12@@Z                                  0xa74f36b0                                         
?swap@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAXAEAV12@@Z                                    0xa1142052                                         
?swap@?$basic_ostream@GU?$char_traits@G@std@@@std@@QEAAXAEAV12@@Z                                    0x21cbd1d8                                         
?swap@?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAAXAEAV12@@Z                                  0x7ca7adb6                                         
?swap@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAAXAEAV12@@Z                                  0x8e543a38                                         
?swap@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IEAAXAEAV12@@Z                                  0x0f0bebbe                                         
?swap@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@IEAAXAEAV12@@Z                                0x41fd3b1c                                         
?swap@ios_base@std@@QEAAXAEAV12@@Z                                                                   0x80a0b7d9                                         
?sync@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAHXZ                                           0x67e28496                                         
?sync@?$basic_istream@GU?$char_traits@G@std@@@std@@QEAAHXZ                                           0xdc4d80dc                                         
?sync@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QEAAHXZ                                         0xa377517a                                         
?sync@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAHXZ                                         0xb03db106                                         
