DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
??4PathTooLongException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                  0x8daa5e78                                         
??4Process@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0x96c17d19                                         
??4ProcessStartInfo@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                    0x7d12ae2a                                         
??4ProcessStartInfo@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                      0x1457be93                                         
??4RegHandle@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0xc4c72344                                         
??4RegSubkeyEnumerator@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                   0xb602d96d                                         
??4Registry@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                            0xb67dea4a                                         
??4Registry@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                              0xcb8572b3                                         
??4RegistryKey@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                           0xc185a4bc                                         
??4SEHException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                        0x1422b720                                         
??4SEHException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0x5ac51209                                         
??4SbRegistrationList@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                  0x56bddd5d                                         
??4SbRegistrationList@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                    0xc6f78506                                         
??4ScopedObjectLock@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                      0x55dc3858                                         
??4SecurityException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                   0xf67183d8                                         
??4SecurityException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                     0x1b0950c1                                         
??4SerializationException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                              0x9eaa07de                                         
??4SerializationException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                0xcd251b47                                         
??4SerializationId@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                       0xf3348905                                         
??4SerializationStream@UnBCL@@AEAAXAEBV01@@Z                                                         0x4aa5abee                                         
??4Stream@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                              0x057d261d                                         
??4Stream@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                0xe7cd9dc6                                         
??4StreamCounter@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                         0x973b2446                                         
??4StreamReader@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0x30e86c99                                         
??4StreamWriter@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0x20f1f063                                         
??4String@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                0xe302fef1                                         
??4StringBuilder@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                         0x92c93bb8                                         
??4StringPtr@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0x75daace7                                         
??4SyncObject@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                            0x249cbd6e                                         
??4SystemException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                     0x492e5985                                         
??4SystemException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                       0x574ad72e                                         
??4SystemInfo@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                          0x2e7b7b42                                         
??4SystemInfo@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                            0xb27a65ab                                         
??4TextReader@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                          0x6f814d69                                         
??4TextReader@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                            0x6bc78212                                         
??4TextWriter@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                          0x87faebb3                                         
??4TextWriter@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                            0x5bd105dc                                         
??4Thread@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                0xca656a52                                         
??4ThreadStateException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                0xad56d179                                         
??4ThreadStateException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                  0xb34cc222                                         
??4TimeSpan@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                              0x96004ddb                                         
??4Type@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                  0xdcfeddfc                                         
??4UnicodeEncoding@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                     0x5e19201f                                         
??4UnicodeEncoding@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                       0xfdbf2f48                                         
??4Version@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0x5958ba00                                         
??4WaitHandle@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                            0x43b8193b                                         
??4Win32Exception@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                      0x40d5c193                                         
??4Win32Exception@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                        0xca3ce3bc                                         
??4XPathException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                      0x1d296da5                                         
??4XPathException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                        0x9332634e                                         
??4XmlAttribute@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                        0xde35b216                                         
??4XmlAttribute@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0xf2d0d77f                                         
??4XmlAttribute@XmlLite@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                                              0x879e5b19                                         
??4XmlAttribute@XmlLite@UnBCL@@QEAAAEAV012@AEBV012@@Z                                                0x0e555562                                         
??4XmlAttributeCollection@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                0xba9abaab                                         
??4XmlAttributeCollection@XmlLite@UnBCL@@QEAAAEAV012@AEBV012@@Z                                      0x06061f8e                                         
??4XmlDocument@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                           0xc15b3dca                                         
??4XmlDocument@XmlLite@UnBCL@@QEAAAEAV012@AEBV012@@Z                                                 0x13c0556d                                         
??4XmlException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                        0x8d1ca891                                         
??4XmlException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0x5101f33a                                         
??4XmlNamespaceManager@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                   0x6baaacb3                                         
??4XmlNode@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0x35559711                                         
??4XmlNode@XmlLite@UnBCL@@QEAAAEAV012@AEBV012@@Z                                                     0x7ff43374                                         
??4XmlNodeList@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                           0x3d1baacd                                         
??4XmlNodeList@XmlLite@UnBCL@@QEAAAEAV012@AEBV012@@Z                                                 0x48c32230                                         
??4XmlSchemaSet@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0x641dc808                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAE@Z                                                      0xc3811112                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAF@Z                                                      0xc3811553                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAG@Z                                                      0xc3811994                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAH@Z                                                      0xc3811dd5                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAI@Z                                                      0xc3812216                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAJ@Z                                                      0xc3812657                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAK@Z                                                      0xc3812a98                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAM@Z                                                      0xc381331a                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAN@Z                                                      0xc381375b                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAPEAUISerializable@1@@Z                                   0x2f064029                                         
??5SerializationStream@UnBCL@@QEAAAEAV01@AEAPEAVString@1@@Z                                          0xafcc39a1                                         
